date,time,speed,voltage,current,power,battery_level,totaldistance,system_temp,pwm,gps_speed,latitude,longitude,gps_alt,phase_current,torque,temp2,distance,mode,alert,gps_heading,gps_distance,tilt,roll
2026-04-05,10:00:14.300,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:14.400,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:14.500,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:14.600,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:14.700,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:14.800,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:14.900,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:15.000,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:15.100,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:15.200,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:15.300,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:15.400,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:15.500,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:15.600,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:15.700,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:15.800,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:15.900,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:16.000,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:16.100,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:16.200,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
